# Source of truth for which script a glyph belongs to.
# script: simplified  = has a distinct traditional counterpart (国 <- 國)
#         traditional = has a distinct simplified counterpart  (國 -> 国)
# Anything absent from this file is `both` — unchanged between the scripts (人, 大, 一),
# which is the majority of the dictionary.
#
# counterpart is informational: the opposite-script form(s) Unihan records.
# Generated by scripts/build-script-classification.mjs — do not hand-edit; add an
# OVERRIDE there instead so a regeneration keeps the decision.
glyph	codepoint	script	counterpart	override
鼗	U+9F17	simplified	鞀	
鼹	U+9F39	simplified	鼴	
齐	U+9F50	simplified	齊	
齑	U+9F51	simplified	齏	
齿	U+9F7F	simplified	齒	
龀	U+9F80	simplified	齔	
龃	U+9F83	simplified	齟	
龄	U+9F84	simplified	齡	
龅	U+9F85	simplified	齙	
龆	U+9F86	simplified	齠	
龇	U+9F87	simplified	齜	
龈	U+9F88	simplified	齦	
龉	U+9F89	simplified	齬	
龊	U+9F8A	simplified	齪	
龋	U+9F8B	simplified	齲	
龌	U+9F8C	simplified	齷	
龙	U+9F99	simplified	龍	
龚	U+9F9A	simplified	龔	
龛	U+9F9B	simplified	龕	
龟	U+9F9F	simplified	龜	
䰾	U+4C3E	traditional	鲃	
䴉	U+4D09	traditional	鹮	
丟	U+4E1F	traditional	丢	
並	U+4E26	traditional	并	
乾	U+4E7E	traditional	干	
亂	U+4E82	traditional	乱	
亞	U+4E9E	traditional	亚	
佇	U+4F47	traditional	伫	
併	U+4F75	traditional	并	
來	U+4F86	traditional	来	
侖	U+4F96	traditional	仑	
侶	U+4FB6	traditional	侣	
係	U+4FC2	traditional	系	
俠	U+4FE0	traditional	侠	
倀	U+5000	traditional	伥	
倆	U+5006	traditional	俩	
倉	U+5009	traditional	仓	
個	U+500B	traditional	个	
們	U+5011	traditional	们	
倫	U+502B	traditional	伦	
偉	U+5049	traditional	伟	
側	U+5074	traditional	侧	
偵	U+5075	traditional	侦	
偽	U+507D	traditional	伪	
傑	U+5091	traditional	杰	
傖	U+5096	traditional	伧	
傘	U+5098	traditional	伞	
備	U+5099	traditional	备	
傢	U+50A2	traditional	家	
傭	U+50AD	traditional	佣	
傯	U+50AF	traditional	偬	
傳	U+50B3	traditional	传	
債	U+50B5	traditional	债	
傷	U+50B7	traditional	伤	
傾	U+50BE	traditional	倾	
僂	U+50C2	traditional	偻	
僅	U+50C5	traditional	仅	
僉	U+50C9	traditional	佥	
僑	U+50D1	traditional	侨	
僕	U+50D5	traditional	仆	
僥	U+50E5	traditional	侥	
價	U+50F9	traditional	价	
儀	U+5100	traditional	仪	
儂	U+5102	traditional	侬	
億	U+5104	traditional	亿	
儅	U+5105	traditional	𰁸	
儈	U+5108	traditional	侩	
儉	U+5109	traditional	俭	
儕	U+5115	traditional	侪	
儘	U+5118	traditional	尽	
償	U+511F	traditional	偿	
優	U+512A	traditional	优	
儲	U+5132	traditional	储	
儷	U+5137	traditional	俪	
儸	U+5138	traditional	㑩	
儺	U+513A	traditional	傩	
儻	U+513B	traditional	傥	
儼	U+513C	traditional	俨	
兌	U+514C	traditional	兑	
兒	U+5152	traditional	儿	
兗	U+5157	traditional	兖	
內	U+5167	traditional	内	
兩	U+5169	traditional	两	
冊	U+518A	traditional	册	
冪	U+51AA	traditional	幂	
凈	U+51C8	traditional	净	
凍	U+51CD	traditional	冻	
凜	U+51DC	traditional	凛	
凱	U+51F1	traditional	凯	
別	U+5225	traditional	别	
刪	U+522A	traditional	删	
則	U+5247	traditional	则	
剋	U+524B	traditional	克	
剎	U+524E	traditional	刹	
剛	U+525B	traditional	刚	
剝	U+525D	traditional	剥	
剮	U+526E	traditional	剐	
創	U+5275	traditional	创	
劃	U+5283	traditional	划	
劇	U+5287	traditional	剧	
劉	U+5289	traditional	刘	
劊	U+528A	traditional	刽	
劍	U+528D	traditional	剑	
劑	U+5291	traditional	剂	
勁	U+52C1	traditional	劲	
動	U+52D5	traditional	动	
務	U+52D9	traditional	务	
勛	U+52DB	traditional	勋	
勝	U+52DD	traditional	胜	
勞	U+52DE	traditional	劳	
勢	U+52E2	traditional	势	
勵	U+52F5	traditional	励	
勸	U+52F8	traditional	劝	
勻	U+52FB	traditional	匀	
匭	U+532D	traditional	匦	
匯	U+532F	traditional	汇	
匱	U+5331	traditional	匮	
區	U+5340	traditional	区	
協	U+5354	traditional	协	
卻	U+537B	traditional	却	
厭	U+53AD	traditional	厌	
厲	U+53B2	traditional	厉	
參	U+53C3	traditional	参	
叢	U+53E2	traditional	丛	
吒	U+5412	traditional	咤	
吳	U+5433	traditional	吴	
吶	U+5436	traditional	呐	
呂	U+5442	traditional	吕	
咼	U+54BC	traditional	呙	
員	U+54E1	traditional	员	
唄	U+5504	traditional	呗	
唚	U+551A	traditional	吣	
問	U+554F	traditional	问	
啓	U+5553	traditional	启	
啞	U+555E	traditional	哑	
啟	U+555F	traditional	启	
喚	U+559A	traditional	唤	
喪	U+55AA	traditional	丧	
喬	U+55AC	traditional	乔	
單	U+55AE	traditional	单	
喲	U+55B2	traditional	哟	
嗆	U+55C6	traditional	呛	
嗇	U+55C7	traditional	啬	
嗊	U+55CA	traditional	唝	
嗎	U+55CE	traditional	吗	
嗚	U+55DA	traditional	呜	
嗩	U+55E9	traditional	唢	
嗶	U+55F6	traditional	哔	
嘆	U+5606	traditional	叹	
嘍	U+560D	traditional	喽	
嘔	U+5614	traditional	呕	
嘖	U+5616	traditional	啧	
嘗	U+5617	traditional	尝	
嘜	U+561C	traditional	唛	
嘩	U+5629	traditional	哗	
嘮	U+562E	traditional	唠	
嘯	U+562F	traditional	啸	
嘰	U+5630	traditional	叽	
嘸	U+5638	traditional	呒	
嘽	U+563D	traditional	啴	
噁	U+5641	traditional	恶𫫇	
噓	U+5653	traditional	嘘	
噠	U+5660	traditional	哒	
噥	U+5665	traditional	哝	
噦	U+5666	traditional	哕	
噯	U+566F	traditional	嗳	
噲	U+5672	traditional	哙	
噴	U+5674	traditional	喷	
噸	U+5678	traditional	吨	
噹	U+5679	traditional	当𪠽	
嚀	U+5680	traditional	咛	
嚇	U+5687	traditional	吓	
嚕	U+5695	traditional	噜	
嚙	U+5699	traditional	啮	
嚨	U+56A8	traditional	咙	
嚮	U+56AE	traditional	向	
嚳	U+56B3	traditional	喾	
嚴	U+56B4	traditional	严	
囀	U+56C0	traditional	啭	
囂	U+56C2	traditional	嚣	
囈	U+56C8	traditional	呓	
囉	U+56C9	traditional	啰	
囌	U+56CC	traditional	苏	
囑	U+56D1	traditional	嘱	
囪	U+56EA	traditional	囱	
圇	U+5707	traditional	囵	
國	U+570B	traditional	国	
圍	U+570D	traditional	围	
園	U+5712	traditional	园	
圓	U+5713	traditional	圆	
圖	U+5716	traditional	图	
團	U+5718	traditional	团	
埡	U+57E1	traditional	垭	
執	U+57F7	traditional	执	
堅	U+5805	traditional	坚	
堊	U+580A	traditional	垩	
堯	U+582F	traditional	尧	
報	U+5831	traditional	报	
場	U+5834	traditional	场	
塊	U+584A	traditional	块	
塋	U+584B	traditional	茔	
塗	U+5857	traditional	涂	
塢	U+5862	traditional	坞	
塵	U+5875	traditional	尘	
塹	U+5879	traditional	堑	
墊	U+588A	traditional	垫	
墜	U+589C	traditional	坠	
墮	U+58AE	traditional	堕	
墳	U+58B3	traditional	坟	
墻	U+58BB	traditional	墙	
墾	U+58BE	traditional	垦	
壇	U+58C7	traditional	坛	
壓	U+58D3	traditional	压	
壘	U+58D8	traditional	垒	
壞	U+58DE	traditional	坏	
壟	U+58DF	traditional	垄	
壢	U+58E2	traditional	坜	
壩	U+58E9	traditional	坝	
壯	U+58EF	traditional	壮	
壺	U+58FA	traditional	壶	
壽	U+58FD	traditional	寿	
夠	U+5920	traditional	够	
夢	U+5922	traditional	梦	
夥	U+5925	traditional	伙	
夾	U+593E	traditional	夹	
奐	U+5950	traditional	奂	
奧	U+5967	traditional	奥	
奩	U+5969	traditional	奁	
奪	U+596A	traditional	夺	
奮	U+596E	traditional	奋	
奼	U+597C	traditional	姹	
妝	U+599D	traditional	妆	
姦	U+59E6	traditional	奸	
娛	U+5A1B	traditional	娱	
婁	U+5A41	traditional	娄	
婦	U+5A66	traditional	妇	
婭	U+5A6D	traditional	娅	
媧	U+5AA7	traditional	娲	
媽	U+5ABD	traditional	妈	
嫗	U+5AD7	traditional	妪	
嫵	U+5AF5	traditional	妩	
嫻	U+5AFB	traditional	娴	
嬈	U+5B08	traditional	娆	
嬋	U+5B0B	traditional	婵	
嬌	U+5B0C	traditional	娇	
嬪	U+5B2A	traditional	嫔	
嬰	U+5B30	traditional	婴	
嬸	U+5B38	traditional	婶	
孌	U+5B4C	traditional	娈	
孫	U+5B6B	traditional	孙	
學	U+5B78	traditional	学	
孿	U+5B7F	traditional	孪	
宮	U+5BAE	traditional	宫	
寢	U+5BE2	traditional	寝	
實	U+5BE6	traditional	实	
寧	U+5BE7	traditional	宁	
審	U+5BE9	traditional	审	
寫	U+5BEB	traditional	写	
寬	U+5BEC	traditional	宽	
寵	U+5BF5	traditional	宠	
寶	U+5BF6	traditional	宝	
將	U+5C07	traditional	将	
專	U+5C08	traditional	专	
尋	U+5C0B	traditional	寻	
對	U+5C0D	traditional	对	
導	U+5C0E	traditional	导	
尷	U+5C37	traditional	尴	
屆	U+5C46	traditional	届	
屍	U+5C4D	traditional	尸	
屜	U+5C5C	traditional	屉	
屢	U+5C62	traditional	屡	
層	U+5C64	traditional	层	
屨	U+5C68	traditional	屦	
屬	U+5C6C	traditional	属	
岡	U+5CA1	traditional	冈	
峴	U+5CF4	traditional	岘	
島	U+5CF6	traditional	岛	
峽	U+5CFD	traditional	峡	
崗	U+5D17	traditional	岗	
崙	U+5D19	traditional	𪨧	
崢	U+5D22	traditional	峥	
嵐	U+5D50	traditional	岚	
嶄	U+5D84	traditional	崭	
嶇	U+5D87	traditional	岖	
嶗	U+5D97	traditional	崂	
嶧	U+5DA7	traditional	峄	
嶪	U+5DAA	traditional	𰎑	
嶸	U+5DB8	traditional	嵘	
嶺	U+5DBA	traditional	岭	
嶼	U+5DBC	traditional	屿	
嶽	U+5DBD	traditional	𰎫	
巆	U+5DC6	traditional	𫶕	
巒	U+5DD2	traditional	峦	
巔	U+5DD4	traditional	巅	
巖	U+5DD6	traditional	𰎠	
巠	U+5DE0	traditional	𢀖	
帥	U+5E25	traditional	帅	
師	U+5E2B	traditional	师	
帳	U+5E33	traditional	帐	
帶	U+5E36	traditional	带	
幀	U+5E40	traditional	帧	
幃	U+5E43	traditional	帏	
幗	U+5E57	traditional	帼	
幟	U+5E5F	traditional	帜	
幣	U+5E63	traditional	币	
幫	U+5E6B	traditional	帮	
幬	U+5E6C	traditional	帱	
幹	U+5E79	traditional	干	
幺	U+5E7A	traditional	么	
幾	U+5E7E	traditional	几	
庫	U+5EAB	traditional	库	
廁	U+5EC1	traditional	厕	
廂	U+5EC2	traditional	厢	
廄	U+5EC4	traditional	厩	
廈	U+5EC8	traditional	厦	
廚	U+5EDA	traditional	厨	
廝	U+5EDD	traditional	厮	
廟	U+5EDF	traditional	庙	
廠	U+5EE0	traditional	厂	
廡	U+5EE1	traditional	庑	
廢	U+5EE2	traditional	废	
廣	U+5EE3	traditional	广	
廥	U+5EE5	traditional	𰏶	
廩	U+5EE9	traditional	廪	
廬	U+5EEC	traditional	庐	
廳	U+5EF3	traditional	厅	
弒	U+5F12	traditional	弑	
弳	U+5F33	traditional	弪	
張	U+5F35	traditional	张	
強	U+5F37	traditional	强	
彆	U+5F46	traditional	别	
彈	U+5F48	traditional	弹	
彌	U+5F4C	traditional	弥	
彎	U+5F4E	traditional	弯	
彙	U+5F59	traditional	汇	
彞	U+5F5E	traditional	彝	
彥	U+5F65	traditional	彦	
後	U+5F8C	traditional	后	
徑	U+5F91	traditional	径	
從	U+5F9E	traditional	从	
徠	U+5FA0	traditional	徕	
復	U+5FA9	traditional	复	
徵	U+5FB5	traditional	征	
徹	U+5FB9	traditional	彻	
恆	U+6046	traditional	恒	
恥	U+6065	traditional	耻	
悅	U+6085	traditional	悦	
悵	U+60B5	traditional	怅	
悶	U+60B6	traditional	闷	
惡	U+60E1	traditional	恶	
惱	U+60F1	traditional	恼	
惻	U+60FB	traditional	恻	
愛	U+611B	traditional	爱	
愜	U+611C	traditional	惬	
愴	U+6134	traditional	怆	
愷	U+6137	traditional	恺	
愾	U+613E	traditional	忾	
慄	U+6144	traditional	栗	
態	U+614B	traditional	态	
慍	U+614D	traditional	愠	
慘	U+6158	traditional	惨	
慚	U+615A	traditional	惭	
慟	U+615F	traditional	恸	
慣	U+6163	traditional	惯	
慪	U+616A	traditional	怄	
慫	U+616B	traditional	怂	
慮	U+616E	traditional	虑	
慳	U+6173	traditional	悭	
慶	U+6176	traditional	庆	
憂	U+6182	traditional	忧	
憊	U+618A	traditional	惫	
憐	U+6190	traditional	怜	
憑	U+6191	traditional	凭	
憚	U+619A	traditional	惮	
憤	U+61A4	traditional	愤	
憫	U+61AB	traditional	悯	
憲	U+61B2	traditional	宪	
憶	U+61B6	traditional	忆	
憹	U+61B9	traditional	𢙐	
懇	U+61C7	traditional	恳	
應	U+61C9	traditional	应	
懞	U+61DE	traditional	蒙	
懟	U+61DF	traditional	怼	
懣	U+61E3	traditional	懑	
懨	U+61E8	traditional	恹	
懲	U+61F2	traditional	惩	
懶	U+61F6	traditional	懒	
懷	U+61F7	traditional	怀	
懸	U+61F8	traditional	悬	
懺	U+61FA	traditional	忏	
懼	U+61FC	traditional	惧	
懾	U+61FE	traditional	慑	
戀	U+6200	traditional	恋	
戇	U+6207	traditional	戆	
戔	U+6214	traditional	戋	
戠	U+6220	traditional	只	
戧	U+6227	traditional	戗	
戰	U+6230	traditional	战𢧐	
戲	U+6232	traditional	戏	
戶	U+6236	traditional	户	
拋	U+62CB	traditional	抛	
挾	U+633E	traditional	挟	
捨	U+6368	traditional	舍	
捫	U+636B	traditional	扪	
捲	U+6372	traditional	卷	
掃	U+6383	traditional	扫	
掄	U+6384	traditional	抡	
掙	U+6399	traditional	挣	
掛	U+639B	traditional	挂	
採	U+63A1	traditional	采	
揀	U+63C0	traditional	拣	
揚	U+63DA	traditional	扬	
換	U+63DB	traditional	换	
揮	U+63EE	traditional	挥	
損	U+640D	traditional	损	
搖	U+6416	traditional	摇	
搗	U+6417	traditional	捣	
搶	U+6436	traditional	抢	
摀	U+6440	traditional	𰓆	
摑	U+6451	traditional	掴	
摟	U+645F	traditional	搂	
摯	U+646F	traditional	挚	
摳	U+6473	traditional	抠	
摶	U+6476	traditional	抟	
摺	U+647A	traditional	折	
摻	U+647B	traditional	掺	
撈	U+6488	traditional	捞	
撐	U+6490	traditional	撑	
撓	U+6493	traditional	挠	
撣	U+64A3	traditional	掸	
撥	U+64A5	traditional	拨	
撫	U+64AB	traditional	抚	
撲	U+64B2	traditional	扑	
撳	U+64B3	traditional	揿	
撻	U+64BB	traditional	挞	
撾	U+64BE	traditional	挝	
撿	U+64BF	traditional	捡	
擁	U+64C1	traditional	拥	
擄	U+64C4	traditional	掳	
擇	U+64C7	traditional	择	
擊	U+64CA	traditional	击	
擋	U+64CB	traditional	挡	
擔	U+64D4	traditional	担	
據	U+64DA	traditional	据	
擠	U+64E0	traditional	挤	
擬	U+64EC	traditional	拟	
擯	U+64EF	traditional	摈	
擰	U+64F0	traditional	拧	
擱	U+64F1	traditional	搁	
擲	U+64F2	traditional	掷	
擴	U+64F4	traditional	扩	
擷	U+64F7	traditional	撷	
擺	U+64FA	traditional	摆	
擻	U+64FB	traditional	擞	
擼	U+64FC	traditional	撸	
擾	U+64FE	traditional	扰	
攆	U+6506	traditional	撵	
攏	U+650F	traditional	拢	
攔	U+6514	traditional	拦	
攙	U+6519	traditional	搀	
攛	U+651B	traditional	撺	
攜	U+651C	traditional	携	
攝	U+651D	traditional	摄	
攢	U+6522	traditional	攒	
攣	U+6523	traditional	挛	
攤	U+6524	traditional	摊	
攪	U+652A	traditional	搅	
攬	U+652C	traditional	揽	
敗	U+6557	traditional	败	
敘	U+6558	traditional	叙	
敵	U+6575	traditional	敌	
數	U+6578	traditional	数	
斂	U+6582	traditional	敛	
斃	U+6583	traditional	毙	
斕	U+6595	traditional	斓	
斬	U+65AC	traditional	斩	
斷	U+65B7	traditional	断	
於	U+65BC	traditional	于	
昜	U+661C	traditional	𠃓	
時	U+6642	traditional	时	
晉	U+6649	traditional	晋	
晝	U+665D	traditional	昼	
暈	U+6688	traditional	晕	
暉	U+6689	traditional	晖	
暢	U+66A2	traditional	畅	
暫	U+66AB	traditional	暂	
曄	U+66C4	traditional	晔	
曆	U+66C6	traditional	历	
曇	U+66C7	traditional	昙	
曉	U+66C9	traditional	晓	
曖	U+66D6	traditional	暧	
曠	U+66E0	traditional	旷	
曬	U+66EC	traditional	晒	
書	U+66F8	traditional	书	
會	U+6703	traditional	会	
朧	U+6727	traditional	胧	
東	U+6771	traditional	东	
柵	U+67F5	traditional	栅	
桿	U+687F	traditional	杆	
梔	U+6894	traditional	栀	
條	U+689D	traditional	条	
梟	U+689F	traditional	枭	
棄	U+68C4	traditional	弃	
棗	U+68D7	traditional	枣	
棟	U+68DF	traditional	栋	
棧	U+68E7	traditional	栈	
棲	U+68F2	traditional	栖	
棶	U+68F6	traditional	梾	
楊	U+694A	traditional	杨	
楓	U+6953	traditional	枫	
楨	U+6968	traditional	桢	
業	U+696D	traditional	业	
極	U+6975	traditional	极	
榮	U+69AE	traditional	荣	
榲	U+69B2	traditional	榅	
榿	U+69BF	traditional	桤	
構	U+69CB	traditional	构	
槍	U+69CD	traditional	枪	
槤	U+69E4	traditional	梿	
槨	U+69E8	traditional	椁	
槳	U+69F3	traditional	桨	
樁	U+6A01	traditional	桩	
樂	U+6A02	traditional	乐	
樅	U+6A05	traditional	枞	
樓	U+6A13	traditional	楼	
標	U+6A19	traditional	标	
樞	U+6A1E	traditional	枢	
樣	U+6A23	traditional	样	
樸	U+6A38	traditional	朴	
樹	U+6A39	traditional	树	
樺	U+6A3A	traditional	桦	
橈	U+6A48	traditional	桡	
橋	U+6A4B	traditional	桥	
機	U+6A5F	traditional	机	
橢	U+6A62	traditional	椭	
橫	U+6A6B	traditional	横	
檔	U+6A94	traditional	档	
檜	U+6A9C	traditional	桧	
檢	U+6AA2	traditional	检	
檮	U+6AAE	traditional	梼	
檯	U+6AAF	traditional	台	
檳	U+6AB3	traditional	槟	
檵	U+6AB5	traditional	𪲛	
檸	U+6AB8	traditional	柠	
檻	U+6ABB	traditional	槛	
櫃	U+6AC3	traditional	柜	
櫓	U+6AD3	traditional	橹	
櫚	U+6ADA	traditional	榈	
櫛	U+6ADB	traditional	栉	
櫞	U+6ADE	traditional	橼	
櫟	U+6ADF	traditional	栎	
櫥	U+6AE5	traditional	橱	
櫪	U+6AEA	traditional	枥	
櫫	U+6AEB	traditional	橥	
櫱	U+6AF1	traditional	蘖	
櫸	U+6AF8	traditional	榉	
櫻	U+6AFB	traditional	樱	
欄	U+6B04	traditional	栏	
權	U+6B0A	traditional	权	
欒	U+6B12	traditional	栾	
欖	U+6B16	traditional	榄	
欞	U+6B1E	traditional	棂	
欽	U+6B3D	traditional	钦	
歐	U+6B50	traditional	欧	
歛	U+6B5B	traditional	𰙎	
歡	U+6B61	traditional	欢	
歲	U+6B72	traditional	岁	
歷	U+6B77	traditional	历	
歸	U+6B78	traditional	归	
殘	U+6B98	traditional	残	
殞	U+6B9E	traditional	殒	
殤	U+6BA4	traditional	殇	
殫	U+6BAB	traditional	殚	
殮	U+6BAE	traditional	殓	
殯	U+6BAF	traditional	殡	
殲	U+6BB2	traditional	歼	
殺	U+6BBA	traditional	杀	
殼	U+6BBC	traditional	壳	
毀	U+6BC0	traditional	毁	
毄	U+6BC4	traditional	𬆦	
毆	U+6BC6	traditional	殴	
毚	U+6BDA	traditional	𫥎	
氂	U+6C02	traditional	牦	
氈	U+6C08	traditional	毡	
氣	U+6C23	traditional	气	
氫	U+6C2B	traditional	氢	
氳	U+6C33	traditional	氲	
決	U+6C7A	traditional	决	
沒	U+6C92	traditional	没	
沖	U+6C96	traditional	冲	
況	U+6CC1	traditional	况	
洶	U+6D36	traditional	汹	
浹	U+6D79	traditional	浃	
涇	U+6D87	traditional	泾	
涼	U+6DBC	traditional	凉	
淚	U+6DDA	traditional	泪	
淥	U+6DE5	traditional	渌	
淪	U+6DEA	traditional	沦	
淵	U+6DF5	traditional	渊	
淶	U+6DF6	traditional	涞	
淺	U+6DFA	traditional	浅	
渙	U+6E19	traditional	涣	
減	U+6E1B	traditional	减	
渦	U+6E26	traditional	涡	
測	U+6E2C	traditional	测	
渾	U+6E3E	traditional	浑	
湊	U+6E4A	traditional	凑	
湞	U+6E5E	traditional	浈	
湯	U+6E6F	traditional	汤	
準	U+6E96	traditional	准	
溝	U+6E9D	traditional	沟	
溫	U+6EAB	traditional	温	
滄	U+6EC4	traditional	沧	
滅	U+6EC5	traditional	灭	
滌	U+6ECC	traditional	涤	
滎	U+6ECE	traditional	荥	
滬	U+6EEC	traditional	沪	
滯	U+6EEF	traditional	滞	
滲	U+6EF2	traditional	渗	
滷	U+6EF7	traditional	卤𰛮	
滸	U+6EF8	traditional	浒	
滻	U+6EFB	traditional	浐	
滾	U+6EFE	traditional	滚	
滿	U+6EFF	traditional	满	
漁	U+6F01	traditional	渔	
漚	U+6F1A	traditional	沤	
漢	U+6F22	traditional	汉	
漣	U+6F23	traditional	涟	
漬	U+6F2C	traditional	渍	
漲	U+6F32	traditional	涨	
漵	U+6F35	traditional	溆	
漸	U+6F38	traditional	渐	
漿	U+6F3F	traditional	浆	
潑	U+6F51	traditional	泼	
潔	U+6F54	traditional	洁	
潛	U+6F5B	traditional	潜	
潤	U+6F64	traditional	润	
潯	U+6F6F	traditional	浔	
潰	U+6F70	traditional	溃	
澀	U+6F80	traditional	涩	
澆	U+6F86	traditional	浇	
澇	U+6F87	traditional	涝	
澗	U+6F97	traditional	涧	
澠	U+6FA0	traditional	渑	
澤	U+6FA4	traditional	泽	
澱	U+6FB1	traditional	淀	
濁	U+6FC1	traditional	浊	
濃	U+6FC3	traditional	浓	
濊	U+6FCA	traditional	𰛦	
濕	U+6FD5	traditional	湿	
濘	U+6FD8	traditional	泞	
濛	U+6FDB	traditional	蒙	
濟	U+6FDF	traditional	济	
濤	U+6FE4	traditional	涛	
濫	U+6FEB	traditional	滥	
濰	U+6FF0	traditional	潍	
濱	U+6FF1	traditional	滨	
濺	U+6FFA	traditional	溅	
濾	U+6FFE	traditional	滤	
瀆	U+7006	traditional	渎	
瀉	U+7009	traditional	泻	
瀋	U+700B	traditional	沈渖	
瀏	U+700F	traditional	浏	
瀕	U+7015	traditional	濒	
瀘	U+7018	traditional	泸	
瀝	U+701D	traditional	沥	
瀟	U+701F	traditional	潇	
瀧	U+7027	traditional	泷	
瀨	U+7028	traditional	濑	
瀰	U+7030	traditional	㳽弥	
瀵	U+7035	traditional	𬉂	
瀾	U+703E	traditional	澜	
灑	U+7051	traditional	洒	
灘	U+7058	traditional	滩	
灣	U+7063	traditional	湾	
災	U+707D	traditional	灾	
為	U+70BA	traditional	为	
烏	U+70CF	traditional	乌	
烴	U+70F4	traditional	烃	
無	U+7121	traditional	无	
煉	U+7149	traditional	炼	
煙	U+7159	traditional	烟	
煢	U+7162	traditional	茕	
煥	U+7165	traditional	焕	
煩	U+7169	traditional	烦	
煬	U+716C	traditional	炀	
熒	U+7192	traditional	荧	
熰	U+71B0	traditional	𬉼	
熱	U+71B1	traditional	热	
熾	U+71BE	traditional	炽	
燈	U+71C8	traditional	灯	
燒	U+71D2	traditional	烧	
燙	U+71D9	traditional	烫	
燜	U+71DC	traditional	焖	
營	U+71DF	traditional	营	
燦	U+71E6	traditional	灿	
燭	U+71ED	traditional	烛	
燴	U+71F4	traditional	烩	
燼	U+71FC	traditional	烬	
燾	U+71FE	traditional	焘	
爍	U+720D	traditional	烁	
爐	U+7210	traditional	炉	
爛	U+721B	traditional	烂	
爭	U+722D	traditional	争	
爺	U+723A	traditional	爷	
爾	U+723E	traditional	尔	
牆	U+7246	traditional	墙	
牘	U+7258	traditional	牍	
牽	U+727D	traditional	牵	
犢	U+72A2	traditional	犊	
犧	U+72A7	traditional	牺	
狀	U+72C0	traditional	状	
狹	U+72F9	traditional	狭	
狽	U+72FD	traditional	狈	
猙	U+7319	traditional	狰	
猶	U+7336	traditional	犹	
猻	U+733B	traditional	狲	
獄	U+7344	traditional	狱	
獅	U+7345	traditional	狮	
獎	U+734E	traditional	奖	
獨	U+7368	traditional	独	
獲	U+7372	traditional	获	
獵	U+7375	traditional	猎	
獷	U+7377	traditional	犷	
獸	U+7378	traditional	兽	
獻	U+737B	traditional	献	
現	U+73FE	traditional	现	
瑋	U+744B	traditional	玮	
瑙	U+7459	traditional	𰡻	
瑣	U+7463	traditional	琐	
瑤	U+7464	traditional	瑶	
瑩	U+7469	traditional	莹	
瑪	U+746A	traditional	玛	
璣	U+74A3	traditional	玑	
璦	U+74A6	traditional	瑷	
環	U+74B0	traditional	环	
璽	U+74BD	traditional	玺	
瓅	U+74C5	traditional	𬍛	
瓊	U+74CA	traditional	琼	
瓏	U+74CF	traditional	珑	
瓔	U+74D4	traditional	璎	
甌	U+750C	traditional	瓯	
產	U+7522	traditional	产	
産	U+7523	traditional	产	
畝	U+755D	traditional	亩	
畢	U+7562	traditional	毕	
畫	U+756B	traditional	画	
異	U+7570	traditional	异	
當	U+7576	traditional	当	
疇	U+7587	traditional	畴	
疊	U+758A	traditional	叠	
痙	U+75D9	traditional	痉	
痾	U+75FE	traditional	疴	
瘋	U+760B	traditional	疯	
瘓	U+7613	traditional	痪	
瘡	U+7621	traditional	疮	
瘧	U+7627	traditional	疟	
瘲	U+7632	traditional	疭	
療	U+7642	traditional	疗	
癆	U+7646	traditional	痨	
癇	U+7647	traditional	痫	
癉	U+7649	traditional	瘅	
癘	U+7658	traditional	疠	
癟	U+765F	traditional	瘪	
癢	U+7662	traditional	痒	
癥	U+7665	traditional	症	
癧	U+7667	traditional	疬	
癩	U+7669	traditional	癞	
癬	U+766C	traditional	癣	
癮	U+766E	traditional	瘾	
癰	U+7670	traditional	痈	
癱	U+7671	traditional	瘫	
癲	U+7672	traditional	癫	
發	U+767C	traditional	发	
皚	U+769A	traditional	皑	
皰	U+76B0	traditional	疱	
皺	U+76BA	traditional	皱	
盜	U+76DC	traditional	盗	
盞	U+76DE	traditional	盏	
盡	U+76E1	traditional	尽	
監	U+76E3	traditional	监	
盤	U+76E4	traditional	盘	
盧	U+76E7	traditional	卢	
盪	U+76EA	traditional	荡	
眥	U+7725	traditional	眦	
眾	U+773E	traditional	众	
睏	U+774F	traditional	困	
睜	U+775C	traditional	睁	
睞	U+775E	traditional	睐	
睪	U+776A	traditional	𠬤	
瞓	U+7793	traditional	𰥛	
瞘	U+7798	traditional	眍	
瞜	U+779C	traditional	䁖	
瞞	U+779E	traditional	瞒	
瞭	U+77AD	traditional	了	
瞼	U+77BC	traditional	睑	
矇	U+77C7	traditional	蒙	
矓	U+77D3	traditional	眬	
矚	U+77DA	traditional	瞩	
矯	U+77EF	traditional	矫	
硃	U+7843	traditional	朱	
硯	U+786F	traditional	砚	
碩	U+78A9	traditional	硕	
確	U+78BA	traditional	确	
碼	U+78BC	traditional	码	
磚	U+78DA	traditional	砖	
磯	U+78EF	traditional	矶	
礎	U+790E	traditional	础	
礙	U+7919	traditional	碍	
礦	U+7926	traditional	矿	
礬	U+792C	traditional	矾	
祿	U+797F	traditional	禄	
禍	U+798D	traditional	祸	
禎	U+798E	traditional	祯	
禕	U+7995	traditional	祎	
禦	U+79A6	traditional	御	
禪	U+79AA	traditional	禅	
禮	U+79AE	traditional	礼	
禰	U+79B0	traditional	祢	
禱	U+79B1	traditional	祷	
禿	U+79BF	traditional	秃	
